,unique_key,created_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,city,landmark,status,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location.latitude,location.longitude,location.human_address,:@computed_region_efsh_h5xi,:@computed_region_f5dn_yrer,:@computed_region_yeji_bk3q,:@computed_region_92fq_4b7q,:@computed_region_sbqj_enih,closed_date,resolution_description,resolution_action_updated_date,address_type,facility_type,taxi_pick_up_location,vehicle_type,taxi_company_borough,bridge_highway_name,bridge_highway_direction,road_ramp,bridge_highway_segment
458,50049829,2021-03-18T22:33:41.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11372,94-05 35 AVENUE,35 AVENUE,94 STREET,95 STREET,94 STREET,95 STREET,JACKSON HEIGHTS,35 AVENUE,Closed,03 QUEENS,4014550050,QUEENS,1019334,213641,ONLINE,Unspecified,QUEENS,40.75300212,-73.87337052,40.75300212,-73.87337052,"{""address"": """""," ""city"": """""," ""state"": """""," ""zip"": """"}",14783,65,3,21,73,2021-03-18T22:41:03.000,The Police Department reviewed your complaint and provided additional information below.,2021-03-19T02:41:06.000,NA,NA,NA,NA,NA,NA
459,50048624,2021-03-18T22:33:06.000,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,11218,1134 39 STREET,39 STREET,FT HAMILTON PARKWAY,12 AVENUE,FT HAMILTON PARKWAY,12 AVENUE,BROOKLYN,39 STREET,Closed,12 BROOKLYN,3055850021,BROOKLYN,987103,173424,ONLINE,Unspecified,BROOKLYN,40.64268498,-73.98971963,40.64268498,-73.98971963,"{""address"": """""," ""city"": """""," ""state"": """""," ""zip"": """"}",17620,2,2,27,39,2021-03-18T22:49:01.000,The Police Department responded to the complaint and took action to fix the condition.,2021-03-19T02:49:04.000,NA,NA,NA,NA,NA,NA
460,50050213,2021-03-18T22:32:05.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,3+ Family Apt. Building,11201,105A BERGEN STREET,BERGEN STREET,SMITH STREET,HOYT STREET,SMITH STREET,HOYT STREET,BROOKLYN,BERGEN STREET,In Progress,02 BROOKLYN,3001940055,BROOKLYN,987205,189312,ONLINE,Unspecified,BROOKLYN,40.68629399,-73.98934512,40.68629399,-73.98934512,"{""address"": """""," ""city"": """""," ""state"": """""," ""zip"": """"}",16865,68,2,38,54,NA,NA,NA,NA,NA,NA,NA,NA,NA
461,50051047,2021-03-18T22:31:39.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10471,6147 LIEBIG AVENUE,LIEBIG AVENUE,WEST  261 STREET,WEST  263 STREET,WEST  261 STREET,WEST  263 STREET,BRONX,LIEBIG AVENUE,Closed,08 BRONX,2058861409,BRONX,1011554,271023,PHONE,Unspecified,BRONX,40.91052652,-73.90121747,40.91052652,-73.90121747,"{""address"": """""," ""city"": """""," ""state"": """""," ""zip"": """"}",11609,48,5,40,33,2021-03-18T23:07:20.000,The Police Department reviewed your complaint and provided additional information below.,2021-03-19T03:07:24.000,NA,NA,NA,NA,NA,NA
462,50048093,2021-03-18T22:31:00.000,DEP,Department of Environmental Protection,Noise,Noise: Alarms (NR3),NA,11216,1263 PACIFIC STREET,PACIFIC STREET,BEDFORD AVE,NOSTRAND AVE,NA,NA,BROOKLYN,NA,Open,08 BROOKLYN,3012000059,BROOKLYN,997854,186197,ONLINE,Unspecified,BROOKLYN,40.67773406,-73.9509542,40.67773406,-73.9509542,"{""address"": """""," ""city"": """""," ""state"": """""," ""zip"": """"}",17618,16,2,49,49,NA,NA,NA,ADDRESS,N/A,NA,NA,NA,NA
463,50047605,2021-03-18T22:30:52.000,MAYOR'S OFFICE OF SPECIAL ENFORCEMENT,Mayor's Office of Special Enforcement,NonCompliance with Phased Reopening,Business not in compliance,Store/Commercial,10003,382 LAFAYETTE STREET,LAFAYETTE STREET,GREAT JONES STREET,EAST    4 STREET,GREAT JONES STREET,EAST    4 STREET,NEW YORK,LAFAYETTE STREET,In Progress,02 MANHATTAN,1005317502,MANHATTAN,986072,204344,ONLINE,Unspecified,MANHATTAN,40.72755358,-73.99342633,40.72755358,-73.99342633,"{""address"": """""," ""city"": """""," ""state"": """""," ""zip"": """"}",12075,57,4,32,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
464,50051733,2021-03-18T22:30:47.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11372,94-05 35 AVENUE,35 AVENUE,94 STREET,95 STREET,94 STREET,95 STREET,JACKSON HEIGHTS,35 AVENUE,Closed,03 QUEENS,4014550050,QUEENS,1019334,213641,ONLINE,Unspecified,QUEENS,40.75300212,-73.87337052,40.75300212,-73.87337052,"{""address"": """""," ""city"": """""," ""state"": """""," ""zip"": """"}",14783,65,3,21,73,2021-03-18T23:07:58.000,The Police Department responded to the complaint and took action to fix the condition.,2021-03-19T03:08:01.000,NA,NA,NA,NA,NA,NA
465,50049390,2021-03-18T22:30:37.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11368,34-12 113 STREET,113 STREET,NA,NA,NA,NA,Corona,NA,Open,03 QUEENS,4017560005,QUEENS,1024218,214913,ONLINE,Unspecified,QUEENS,40.7564727,-73.85573506,40.7564727,-73.85573506,"{""address"": """""," ""city"": """""," ""state"": """""," ""zip"": """"}",14510,65,3,21,73,NA,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2021-03-18T00:00:00.000,ADDRESS,NA,NA,NA,NA,NA
466,50047797,2021-03-18T22:29:24.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11224,2723 WEST   16 STREET,WEST   16 STREET,HART PLACE,GRACE NICHILO PLACE,HART PLACE,GRACE NICHILO PLACE,BROOKLYN,WEST   16 STREET,Closed,13 BROOKLYN,3069960033,BROOKLYN,988560,150869,PHONE,Unspecified,BROOKLYN,40.58077557,-73.98448394,40.58077557,-73.98448394,"{""address"": """""," ""city"": """""," ""state"": """""," ""zip"": """"}",18184,21,2,45,35,2021-03-18T22:46:32.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2021-03-19T02:46:34.000,NA,NA,NA,NA,NA,NA
467,50050175,2021-03-18T22:29:03.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10031,545 WEST  146 STREET,WEST  146 STREET,AMSTERDAM AVENUE,BROADWAY,AMSTERDAM AVENUE,BROADWAY,NEW YORK,WEST  146 STREET,Closed,09 MANHATTAN,1020780011,MANHATTAN,998522,240386,ONLINE,Unspecified,MANHATTAN,40.82646803,-73.94843089,40.82646803,-73.94843089,"{""address"": """""," ""city"": """""," ""state"": """""," ""zip"": """"}",12428,37,4,23,19,2021-03-18T22:52:48.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2021-03-19T02:52:50.000,NA,NA,NA,NA,NA,NA
468,50050795,2021-03-18T22:29:01.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11235,2775 EAST   12 STREET,EAST   12 STREET,BANNER AVENUE,LAWN COURT,BANNER AVENUE,LAWN COURT,BROOKLYN,EAST   12 STREET,Closed,15 BROOKLYN,3087640028,BROOKLYN,996114,151870,ONLINE,Unspecified,BROOKLYN,40.58351622,-73.95728768,40.58351622,-73.95728768,"{""address"": """""," ""city"": """""," ""state"": """""," ""zip"": """"}",13826,32,2,15,36,2021-03-18T23:10:57.000,Your request can not be processed at this time because of insufficient contact information. Please create a new Service Request on NYC.gov and provide more detailed contact information.,2021-03-19T03:11:01.000,NA,NA,NA,NA,NA,NA
469,50053854,2021-03-18T22:28:00.000,HPD,Department of Housing Preservation and Development,PLUMBING,BATHTUB/SHOWER,RESIDENTIAL BUILDING,10463,1 ADRIAN AVENUE,ADRIAN AVENUE,NA,NA,NA,NA,NEW YORK,NA,Open,08 BRONX,1022150225,MANHATTAN,1008456,258402,ONLINE,Unspecified,MANHATTAN,40.87589494,-73.91247127,40.87589494,-73.91247127,"{""address"": """""," ""city"": """""," ""state"": """""," ""zip"": """"}",11272,48,4,39,33,NA,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2021-03-18T00:00:00.000,ADDRESS,NA,NA,NA,NA,NA
470,50052800,2021-03-18T22:27:40.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,10456,3480 3 AVENUE,3 AVENUE,NA,NA,NA,NA,BRONX,NA,Open,03 BRONX,2026097501,BRONX,1010199,241744,ONLINE,Unspecified,BRONX,40.83016876,-73.90623308,40.83016876,-73.90623308,"{""address"": """""," ""city"": """""," ""state"": """""," ""zip"": """"}",10934,34,5,42,25,NA,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2021-03-18T00:00:00.000,ADDRESS,NA,NA,NA,NA,NA
471,50049441,2021-03-18T22:27:00.000,DOT,Department of Transportation,Street Light Condition,Street Light Out,NA,10312,NA,NA,NA,NA,CARLTON BOULEVARD,VINELAND AVENUE,STATEN ISLAND,NA,Open,03 STATEN ISLAND,NA,STATEN ISLAND,933018,140095,UNKNOWN,Unspecified,STATEN ISLAND,40.5510561,-74.18435402,40.5510561,-74.18435402,"{""address"": """""," ""city"": """""," ""state"": """""," ""zip"": """"}",10699,15,1,9,77,NA,NA,NA,INTERSECTION,NA,NA,NA,NA,NA
472,50049661,2021-03-18T22:26:59.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10458,2771 BAINBRIDGE AVENUE,BAINBRIDGE AVENUE,EAST  197 STREET,EAST  197 STREET,EAST  197 STREET,EAST  197 STREET,BRONX,BAINBRIDGE AVENUE,Closed,07 BRONX,2032950070,BRONX,1014795,255325,ONLINE,Unspecified,BRONX,40.86742987,-73.88956354,40.86742987,-73.88956354,"{""address"": """""," ""city"": """""," ""state"": """""," ""zip"": """"}",10936,24,5,22,34,2021-03-18T22:31:35.000,Your request can not be processed at this time because of insufficient contact information. Please create a new Service Request on NYC.gov and provide more detailed contact information.,2021-03-19T02:31:39.000,NA,NA,NA,NA,NA,NA
473,50051622,2021-03-18T22:26:31.000,NYPD,New York City Police Department,Noise - Commercial,Car/Truck Horn,Store/Commercial,11230,1372 CONEY ISLAND AVENUE,CONEY ISLAND AVENUE,AVENUE J,CARY COURT,AVENUE J,CARY COURT,BROOKLYN,CONEY ISLAND AVENUE,Closed,12 BROOKLYN,3065310016,BROOKLYN,993949,166664,MOBILE,Unspecified,BROOKLYN,40.62412537,-73.96506079,40.62412537,-73.96506079,"{""address"": """""," ""city"": """""," ""state"": """""," ""zip"": """"}",13513,2,2,18,39,2021-03-18T23:02:32.000,The Police Department reviewed your complaint and provided additional information below.,2021-03-19T03:02:36.000,NA,NA,NA,NA,NA,NA
474,50048176,2021-03-18T22:26:27.000,DOHMH,Department of Health and Mental Hygiene,Indoor Air Quality,Chemical Vapors/Gases/Odors,1-2 Family Mixed Use Building,11421,79-13 JAMAICA AVENUE,JAMAICA AVENUE,79 STREET,80 STREET,79 STREET,80 STREET,WOODHAVEN,JAMAICA AVENUE,In Progress,09 QUEENS,4088430118,QUEENS,1022211,191421,ONLINE,Unspecified,QUEENS,40.69200179,-73.86311184,40.69200179,-73.86311184,"{""address"": """""," ""city"": """""," ""state"": """""," ""zip"": """"}",24017,46,3,34,60,NA,NA,NA,NA,NA,NA,NA,NA,NA
475,50048147,2021-03-18T22:26:19.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10037,30 WEST  141 STREET,WEST  141 STREET,5 AVENUE,CHISUM PLACE,5 AVENUE,CHISUM PLACE,NEW YORK,WEST  141 STREET,In Progress,10 MANHATTAN,1017370025,MANHATTAN,1002129,236851,ONLINE,Unspecified,MANHATTAN,40.81675889,-73.93540711,40.81675889,-73.93540711,"{""address"": """""," ""city"": """""," ""state"": """""," ""zip"": """"}",13095,18,4,36,20,NA,NA,NA,NA,NA,NA,NA,NA,NA
476,50050256,2021-03-18T22:26:17.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10454,815 EAST  136 STREET,EAST  136 STREET,WILLOW AVENUE,AMTRAK-HELLGATE LINE,WILLOW AVENUE,AMTRAK-HELLGATE LINE,BRONX,EAST  136 STREET,Closed,01 BRONX,2025880017,BRONX,1008763,231691,ONLINE,Unspecified,BRONX,40.80258021,-73.91145879,40.80258021,-73.91145879,"{""address"": """""," ""city"": """""," ""state"": """""," ""zip"": """"}",10932,49,5,43,23,2021-03-18T23:14:41.000,The Police Department responded to the complaint and took action to fix the condition.,2021-03-19T03:14:42.000,NA,NA,NA,NA,NA,NA
477,50051692,2021-03-18T22:24:54.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11213,952 ST MARKS AVENUE,ST MARKS AVENUE,KINGSTON AVENUE,ALBANY AVENUE,KINGSTON AVENUE,ALBANY AVENUE,BROOKLYN,ST MARKS AVENUE,Closed,08 BROOKLYN,3012300025,BROOKLYN,1001129,185058,ONLINE,Unspecified,BROOKLYN,40.67460212,-73.93914987,40.67460212,-73.93914987,"{""address"": """""," ""city"": """""," ""state"": """""," ""zip"": """"}",17615,16,2,49,49,2021-03-19T00:45:28.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2021-03-19T04:45:31.000,NA,NA,NA,NA,NA,NA
478,50048374,2021-03-18T22:24:35.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11226,95 LINDEN BOULEVARD,LINDEN BOULEVARD,BEDFORD AVENUE,ROGERS AVENUE,BEDFORD AVENUE,ROGERS AVENUE,BROOKLYN,LINDEN BOULEVARD,Closed,17 BROOKLYN,3050840097,BROOKLYN,996734,176957,ONLINE,Unspecified,BROOKLYN,40.65237396,-73.95500919,40.65237396,-73.95500919,"{""address"": """""," ""city"": """""," ""state"": """""," ""zip"": """"}",13510,61,2,11,40,2021-03-18T22:41:58.000,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2021-03-19T02:42:01.000,NA,NA,NA,NA,NA,NA
479,50047426,2021-03-18T22:24:29.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10038,2 GOLD STREET,GOLD STREET,LIBERTY STREET,PLATT STREET,LIBERTY STREET,PLATT STREET,NEW YORK,GOLD STREET,Closed,01 MANHATTAN,1000690018,MANHATTAN,982216,196963,ONLINE,Unspecified,MANHATTAN,40.70729446,-74.00733633,40.70729446,-74.00733633,"{""address"": """""," ""city"": """""," ""state"": """""," ""zip"": """"}",13096,56,4,32,1,2021-03-18T22:39:27.000,The Police Department responded to the complaint and took action to fix the condition.,2021-03-19T02:39:31.000,NA,NA,NA,NA,NA,NA
480,50050711,2021-03-18T22:24:12.000,NYPD,New York City Police Department,Noise - Commercial,Banging/Pounding,NA,11216,1407 FULTON STREET,FULTON STREET,MARCY AVENUE,BROOKLYN AVENUE,MARCY AVENUE,BROOKLYN AVENUE,BROOKLYN,FULTON STREET,Closed,03 BROOKLYN,3018540059,BROOKLYN,999518,187078,PHONE,Unspecified,BROOKLYN,40.68014949,-73.94495308,40.68014949,-73.94495308,"{""address"": """""," ""city"": """""," ""state"": """""," ""zip"": """"}",17618,69,2,49,51,2021-03-18T22:35:07.000,The Police Department responded to the complaint and took action to fix the condition.,2021-03-19T02:35:09.000,NA,NA,NA,NA,NA,NA
481,50048278,2021-03-18T22:22:55.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,11225,170 HAWTHORNE STREET,HAWTHORNE STREET,NA,NA,NA,NA,BROOKLYN,NA,Open,09 BROOKLYN,3050460028,BROOKLYN,996806,178845,ONLINE,Unspecified,BROOKLYN,40.65755601,-73.9547462,40.65755601,-73.9547462,"{""address"": """""," ""city"": """""," ""state"": """""," ""zip"": """"}",13509,17,2,11,44,NA,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,2021-03-18T00:00:00.000,ADDRESS,NA,NA,NA,NA,NA
482,50047051,2021-03-18T22:22:37.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,NA,10039,211 WEST  148 STREET,WEST  148 STREET,ADAM CLAYTON POWELL JR BOULEVARD,FREDERICK DOUGLASS BOULEVARD,ADAM CLAYTON POWELL JR BOULEVARD,FREDERICK DOUGLASS BOULEVARD,NEW YORK,WEST  148 STREET,In Progress,10 MANHATTAN,1020340021,MANHATTAN,1001307,239440,PHONE,Unspecified,MANHATTAN,40.82386659,-73.93837024,40.82386659,-73.93837024,"{""address"": """""," ""city"": """""," ""state"": """""," ""zip"": """"}",13097,18,4,36,20,NA,NA,NA,NA,NA,NA,NA,NA,NA
483,50046897,2021-03-18T22:22:25.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11238,677 WASHINGTON AVENUE,WASHINGTON AVENUE,ST MARKS AVENUE,PROSPECT PLACE,ST MARKS AVENUE,PROSPECT PLACE,BROOKLYN,WASHINGTON AVENUE,Closed,08 BROOKLYN,3011540001,BROOKLYN,994346,185924,ONLINE,Unspecified,BROOKLYN,40.67698943,-73.96360182,40.67698943,-73.96360182,"{""address"": """""," ""city"": """""," ""state"": """""," ""zip"": """"}",13829,16,2,48,49,2021-03-19T00:49:14.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2021-03-19T04:49:17.000,NA,NA,NA,NA,NA,NA
484,50048593,2021-03-18T22:22:20.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11435,141-39 PERSHING CRESCENT,PERSHING CRESCENT,MANTON STREET,LANDER STREET,MANTON STREET,LANDER STREET,JAMAICA,PERSHING CRESCENT,In Progress,08 QUEENS,4097140011,QUEENS,1035264,198754,MOBILE,Unspecified,QUEENS,40.7120635,-73.81598702,40.7120635,-73.81598702,"{""address"": """""," ""city"": """""," ""state"": """""," ""zip"": """"}",24670,25,3,24,65,NA,NA,NA,NA,NA,NA,NA,NA,NA
485,50051469,2021-03-18T22:22:00.000,DEP,Department of Environmental Protection,Noise,Noise: Alarms (NR3),NA,10025,790 AMSTERDAM AVENUE,AMSTERDAM AVENUE,W 98 ST,W 99 ST,NA,NA,NEW YORK,NA,Open,07 MANHATTAN,1018700034,MANHATTAN,992788,229182,ONLINE,Unspecified,MANHATTAN,40.79572357,-73.96916384,40.79572357,-73.96916384,"{""address"": """""," ""city"": """""," ""state"": """""," ""zip"": """"}",12422,20,4,23,15,NA,NA,NA,ADDRESS,N/A,NA,NA,NA,NA
486,50052957,2021-03-18T22:21:49.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11365,72-04 160 STREET,160 STREET,72 AVENUE,73 AVENUE,72 AVENUE,73 AVENUE,FRESH MEADOWS,160 STREET,Closed,08 QUEENS,4068210054,QUEENS,1037204,204546,MOBILE,Unspecified,QUEENS,40.7279497,-73.80894369,40.7279497,-73.80894369,"{""address"": """""," ""city"": """""," ""state"": """""," ""zip"": """"}",14507,25,3,24,65,2021-03-18T23:24:29.000,The Police Department responded to the complaint and determined that police action was not necessary.,2021-03-19T03:24:34.000,NA,NA,NA,NA,NA,NA
487,50048713,2021-03-18T22:21:26.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10472,1030 BOYNTON AVENUE,BOYNTON AVENUE,NA,NA,NA,NA,BRONX,NA,Open,09 BRONX,2037150017,BRONX,1018187,239879,ONLINE,Unspecified,BRONX,40.82502279,-73.87737784,40.82502279,-73.87737784,"{""address"": """""," ""city"": """""," ""state"": """""," ""zip"": """"}",11610,58,5,31,26,NA,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,2021-03-18T00:00:00.000,ADDRESS,NA,NA,NA,NA,NA
488,50047700,2021-03-18T22:21:18.000,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,10029,427 EAST  102 STREET,EAST  102 STREET,1 AVENUE,FRANKLIN D ROOSEVELT DRIVE,1 AVENUE,FRANKLIN D ROOSEVELT DRIVE,NEW YORK,EAST  102 STREET,Closed,11 MANHATTAN,1016960001,MANHATTAN,1000796,225774,ONLINE,Unspecified,MANHATTAN,40.78635816,-73.94025024,40.78635816,-73.94025024,"{""address"": """""," ""city"": """""," ""state"": """""," ""zip"": """"}",12426,7,4,35,14,2021-03-18T23:13:59.000,The Police Department responded to the complaint and took action to fix the condition.,2021-03-19T03:14:01.000,NA,NA,NA,NA,NA,NA
489,50051699,2021-03-18T22:21:14.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11372,94-05 35 AVENUE,35 AVENUE,94 STREET,95 STREET,94 STREET,95 STREET,JACKSON HEIGHTS,35 AVENUE,Closed,03 QUEENS,4014550050,QUEENS,1019334,213641,ONLINE,Unspecified,QUEENS,40.75300212,-73.87337052,40.75300212,-73.87337052,"{""address"": """""," ""city"": """""," ""state"": """""," ""zip"": """"}",14783,65,3,21,73,2021-03-18T22:39:44.000,The Police Department reviewed your complaint and provided additional information below.,2021-03-19T02:39:46.000,NA,NA,NA,NA,NA,NA
490,50051304,2021-03-18T22:21:13.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11207,700 MILLER AVENUE,MILLER AVENUE,NEW LOTS AVENUE,HEGEMAN AVENUE,NEW LOTS AVENUE,HEGEMAN AVENUE,BROOKLYN,MILLER AVENUE,Closed,05 BROOKLYN,3043030013,BROOKLYN,1015162,180858,ONLINE,Unspecified,BROOKLYN,40.66303619,-73.8885791,40.66303619,-73.8885791,"{""address"": """""," ""city"": """""," ""state"": """""," ""zip"": """"}",17214,45,2,25,47,2021-03-18T23:17:05.000,The Police Department responded to the complaint and took action to fix the condition.,2021-03-19T03:17:07.000,NA,NA,NA,NA,NA,NA
491,50051403,2021-03-18T22:21:01.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11226,108 VERONICA PLACE,VERONICA PLACE,ALBEMARLE ROAD,TILDEN AVENUE,ALBEMARLE ROAD,TILDEN AVENUE,BROOKLYN,VERONICA PLACE,Closed,17 BROOKLYN,3051280016,BROOKLYN,997362,175206,PHONE,Unspecified,BROOKLYN,40.64756694,-73.95274936,40.64756694,-73.95274936,"{""address"": """""," ""city"": """""," ""state"": """""," ""zip"": """"}",13510,61,2,11,40,2021-03-18T22:48:23.000,The Police Department responded to the complaint and determined that police action was not necessary.,2021-03-19T02:48:26.000,NA,NA,NA,NA,NA,NA
492,50051533,2021-03-18T22:20:46.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11418,91-04 107 STREET,107 STREET,91 AVENUE,91 AVENUE,91 AVENUE,91 AVENUE,RICHMOND HILL,107 STREET,Closed,09 QUEENS,4093110022,QUEENS,1028775,191717,ONLINE,Unspecified,QUEENS,40.69278365,-73.83944001,40.69278365,-73.83944001,"{""address"": """""," ""city"": """""," ""state"": """""," ""zip"": """"}",24014,46,3,41,60,2021-03-18T23:03:37.000,The Police Department issued a summons in response to the complaint.,2021-03-19T03:03:41.000,NA,NA,NA,NA,NA,NA
493,50049724,2021-03-18T22:20:00.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11435,147-25 97 AVENUE,97 AVENUE,147 PLACE,148 STREET,147 PLACE,148 STREET,JAMAICA,97 AVENUE,Closed,12 QUEENS,4100280028,QUEENS,1038361,193495,ONLINE,Unspecified,QUEENS,40.69761042,-73.80485811,40.69761042,-73.80485811,"{""address"": """""," ""city"": """""," ""state"": """""," ""zip"": """"}",24670,41,3,46,61,2021-03-18T22:45:05.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2021-03-19T02:45:06.000,NA,NA,NA,NA,NA,NA
494,50047369,2021-03-18T22:19:52.000,DPR,Department of Parks and Recreation,Damaged Tree,Branch or Limb Has Fallen Down,Street,11230,1196 EAST   10 STREET,EAST   10 STREET,AVENUE K,AVENUE L,AVENUE K,AVENUE L,BROOKLYN,EAST   10 STREET,In Progress,12 BROOKLYN,3065350045,BROOKLYN,993869,165259,PHONE,Unspecified,BROOKLYN,40.62026902,-73.96535098,40.62026902,-73.96535098,"{""address"": """""," ""city"": """""," ""state"": """""," ""zip"": """"}",13513,2,2,18,39,NA,NA,NA,NA,NA,NA,NA,NA,NA
495,50049621,2021-03-18T22:19:52.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10040,99 HILLSIDE AVENUE,HILLSIDE AVENUE,ELLWOOD STREET,SICKLES STREET,ELLWOOD STREET,SICKLES STREET,NEW YORK,HILLSIDE AVENUE,Closed,12 MANHATTAN,1021700140,MANHATTAN,1004594,252656,MOBILE,Unspecified,MANHATTAN,40.86013368,-73.92645367,40.86013368,-73.92645367,"{""address"": """""," ""city"": """""," ""state"": """""," ""zip"": """"}",13098,47,4,39,22,2021-03-18T23:23:53.000,The Police Department issued a summons in response to the complaint.,2021-03-19T03:23:56.000,NA,NA,NA,NA,NA,NA
496,50047321,2021-03-18T22:19:48.000,DHS,Department of Homeless Services,Encampment,N/A,Street/Sidewalk,10024,2298 BROADWAY,BROADWAY,WEST   82 STREET,WEST   83 STREET,WEST   82 STREET,WEST   83 STREET,NEW YORK,BROADWAY,In Progress,07 MANHATTAN,1012300043,MANHATTAN,990309,225756,ONLINE,Unspecified,MANHATTAN,40.78632217,-73.97812018,40.78632217,-73.97812018,"{""address"": """""," ""city"": """""," ""state"": """""," ""zip"": """"}",12421,20,4,19,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
497,50048849,2021-03-18T22:19:43.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10012,235 MULBERRY STREET,MULBERRY STREET,SPRING STREET,PRINCE STREET,SPRING STREET,PRINCE STREET,NEW YORK,MULBERRY STREET,Closed,02 MANHATTAN,1004950032,MANHATTAN,985362,202570,ONLINE,Unspecified,MANHATTAN,40.7226845,-73.99598826,40.7226845,-73.99598826,"{""address"": """""," ""city"": """""," ""state"": """""," ""zip"": """"}",12075,57,4,32,2,2021-03-18T22:42:06.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2021-03-19T02:42:09.000,NA,NA,NA,NA,NA,NA
498,50048958,2021-03-18T22:19:16.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10032,765 RIVERSIDE DRIVE,RIVERSIDE DRIVE,NA,WEST  155 STREET,NA,WEST  155 STREET,NEW YORK,RIVERSIDE DRIVE,Closed,12 MANHATTAN,1021340199,MANHATTAN,998516,243196,MOBILE,Unspecified,MANHATTAN,40.83418068,-73.94844659,40.83418068,-73.94844659,"{""address"": """""," ""city"": """""," ""state"": """""," ""zip"": """"}",13090,47,4,23,21,2021-03-18T22:46:56.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2021-03-19T02:46:59.000,NA,NA,NA,NA,NA,NA
